verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
share,silence,share silence,100,Not found,Not found,Not found,3.33,4,5,107.25,151.56,168.73,179.07,0,1,60,76
share,skill,share skill,100,12800,5.26,share their skills,2.17,2,5,158.2,237.46,270.14,289.39,0,1,60,86
share,smile,share smile,100,Not found,Not found,Not found,4.5,1,5,103.53,159.95,184.24,198.92,0,1,60,85
share,story,share story,100,262152,9.22,share their stories,3.3,6,5,197.18,328.22,376.06,402.62,0,1,60,98
share,structure,share structure,100,Not found,Not found,Not found,4.03,5,5,243.93,343.97,379.8,400.18,0,1,60,96
share,success,share success,100,Not found,Not found,Not found,2.21,4,5,194.18,295.66,331.23,349.41,0,1,60,97
share,tale,share tale,100,Not found,Not found,Not found,3.23,2,5,178.08,277.38,316.31,343.61,0,1,60,91
share,talent,share talent,100,11623,5.53,share their talents,2.19,2,5,149.46,215.84,243.88,261.1,0,1,60,94
share,tea,share tea,100,Not found,Not found,Not found,4.69,5,5,72.271,138.59,176.5,199.08,0,1,60,89
share,territory,share territory,100,Not found,Not found,Not found,3.41,3,5,170.99,267.54,308.58,331.65,0,1,60,91
share,thread,share thread,100,Not found,Not found,Not found,4.83,4,5,107.65,151.12,168.96,178.79,0,1,60,94
share,time,share time,100,30665,4.99,sharing time,3.07,10,5,273.83,408.51,469.17,512.74,0,1,60,95
share,wedding,share wedding,100,Not found,Not found,Not found,3.92,3,5,114.39,181.84,210.21,227.33,0,1,60,88
share,word,share word,100,13226,5.1,share the word,3.56,10,5,247.83,371.55,418.36,446.17,0,1,60,98
sharpen,axe,sharpen axe,100,1108,7.01,sharpening the axe,5.0,1,8,40.835,66.546,80.921,90.326,0,1,4,40
sharpen,skill,sharpen skill,100,19214,7.33,sharpen their skills,2.17,2,8,158.2,237.46,270.14,289.39,0,1,4,86
sharpen,steel,sharpen steel,100,1015,6.24,sharpening steel,4.87,3,8,98.555,155.27,193.79,217.4,0,1,4,76
sharpen,stone,sharpen stone,100,2906,6.69,sharpening stone,4.72,13,8,159.19,242.89,279.87,302.48,0,1,4,91
shatter,ankle,shatter ankle,100,335,5.26,shattered his ankle,4.81,1,3,41.848,89.279,125.92,148.97,0,1,11,69
shatter,bone,shatter bone,100,1971,6.63,shattered the bone,4.9,3,3,113.62,182.3,215.25,233.86,0,1,11,90
shatter,confidence,shatter confidence,100,1300,5.26,confidence was shattered,2.17,5,3,114.6,160.91,178.32,187.72,0,1,11,95
shatter,darkness,shatter darkness,100,Not found,Not found,Not found,3.85,6,3,114.39,168.09,194.04,209.34,0,1,11,78
shatter,dream,shatter dream,100,4281,6.61,dreams were shattered,2.6,6,3,147.1,213.55,239.31,254.22,0,1,11,93
shatter,ego,shatter ego,100,Not found,Not found,Not found,1.74,3,3,71.854,105.1,119.65,127.07,0,1,11,72
shatter,glass,shatter glass,100,5273,7.26,shattering glass,4.82,7,3,149.6,219.89,246.25,262.92,0,1,11,92
shatter,hope,shatter hope,100,1819,5.46,hopes were shattered,1.25,6,3,166.95,241.91,272.45,287.77,0,1,11,93
shatter,myth,shatter myth,100,2665,7.42,shattered the myth,2.17,1,3,129.8,193.08,219.75,234.87,0,1,11,90
shatter,silence,shatter silence,100,1695,6.96,shattered the silence,3.33,4,3,107.25,151.56,168.73,179.07,0,1,11,76
shatter,window,shatter window,100,5611,6.48,shattered windows,4.86,8,3,140.8,244.66,291.16,317.16,0,1,11,95
shave,hair,shave hair,100,7045,7.23,shave the hair,4.97,6,6,145.81,211.36,244.64,264.55,0,1,2,99
shave,leg,shave leg,100,7555,7.68,shave my legs,4.83,9,6,134.48,212.33,256.38,294.07,0,1,2,97
shed,blood,shed blood,100,33850,9.57,shed blood,4.86,5,4,132.86,194.1,218.83,232.67,0,1,8,97
shed,doubt,shed doubt,100,862,3.96,shed doubt on,1.79,2,4,158.05,239.27,270.23,288.3,0,1,8,88
shed,ego,shed ego,100,Not found,Not found,Not found,1.74,3,4,71.854,105.1,119.65,127.07,0,1,8,72
shed,hair,shed hair,100,2614,5.45,shed hair,4.97,6,4,145.81,211.36,244.64,264.55,0,1,8,99
shed,load,shed load,100,3292,6.14,a shed load of,3.63,9,4,139.13,209.14,235.35,251.18,0,1,8,98
shed,reputation,shed reputation,100,816,4.27,shed its reputation,1.64,3,4,181.29,254.1,285.24,303.63,0,1,8,96
shed,skin,shed skin,100,9516,7.49,shed their skin,4.79,6,4,169.4,240.84,276.4,299.07,0,1,8,97
shed,weight,shed weight,100,7432,6.7,shed weight,3.94,8,4,136.57,203.08,229.71,245.41,0,1,8,97
shield,eye,shield eye,100,7897,6.02,shield his eyes,4.9,5,2,206.15,312.42,361.23,392.48,0,1,1,96
shift,attention,shift attention,100,18096,6.86,shift attention,2.3,6,13,133.07,191.66,213.39,223.75,0,1,17,96
shift,blame,shift blame,100,11839,8.39,to shift the blame,2.06,2,13,57.303,82.246,91.476,96.689,0,1,17,56
shift,conversation,shift conversation,100,3771,5.74,shift the conversation,3.28,1,13,166.81,255.38,299.17,324.56,0,1,17,98
shift,debate,shift debate,100,2325,5.44,shift the debate,3.18,2,13,184.93,291.91,338.79,365.58,0,1,17,94
shift,eye,shift eye,100,5054,5.11,eyes shifted,4.9,5,13,206.15,312.42,361.23,392.48,0,1,17,96
shift,gravity,shift gravity,100,Not found,Not found,Not found,2.86,3,13,73.094,104.58,115.01,120.81,0,1,17,78
shift,ground,shift ground,100,3167,5.34,shifting ground,4.77,11,13,207.06,291.84,324.49,350.64,0,1,17,89
shift,habit,shift habit,100,Not found,Not found,Not found,2.76,6,13,124.43,184.5,207.67,221.79,0,1,17,85
shift,hip,shift hip,100,Not found,Not found,Not found,4.21,5,13,90.411,129.73,157.16,172.63,0,1,17,91
shift,load,shift load,100,1873,5.0,shift the load,3.63,9,13,139.13,209.14,235.35,251.18,0,1,17,98
shift,momentum,shift momentum,100,1942,5.51,shift the momentum,2.5,2,13,79.992,112.44,123.59,129.88,0,1,17,89
shift,position,shift position,100,13395,6.49,shifted position,2.62,16,13,229.38,325.34,362.4,380.34,0,1,17,96
shift,profit,shift profit,100,1942,5.02,to shift profits,3.07,2,13,59.81,135.58,177.33,201.82,0,1,17,95
shift,responsibility,shift responsibility,100,9045,6.65,shift responsibility,1.4,3,13,139.46,206.54,231.4,249.11,0,1,17,94
shift,spending,shift spending,100,Not found,Not found,Not found,3.31,2,13,78.229,122.43,144.17,157.7,0,1,17,91
shift,tone,shift tone,100,1845,5.21,shifting tones,3.07,10,13,168.02,248.56,285.18,303.36,0,1,17,94
shift,weight,shift weight,100,17689,7.73,shifted his weight,3.94,8,13,136.57,203.08,229.71,245.41,0,1,17,97
shine,face,shine face,100,2996,5.4,shining face,4.87,13,10,234.58,343.73,395.03,428.46,0,1,1,97
ship,car,ship car,100,9116,5.93,shipping cars,4.89,5,5,146.58,271.86,328.14,362.93,0,1,5,98
ship,milk,ship milk,100,Not found,Not found,Not found,4.92,4,5,85.509,138.38,171.6,192.28,0,1,5,95
ship,oil,ship oil,100,3936,5.88,shipping oil,4.93,4,5,116.09,174.9,208.49,229.11,0,1,5,97
ship,vehicle,ship vehicle,100,4406,5.64,shipping your vehicle,4.64,4,5,135.77,243.43,288.48,318.05,0,1,5,95
ship,weight,ship weight,100,2550,5.02,Shipping weight,3.94,8,5,136.57,203.08,229.71,245.41,0,1,5,97
shirk,responsibility,shirk responsibility,100,7742,6.99,shirk responsibility,1.4,3,2,139.46,206.54,231.4,249.11,0,1,1,94
shoot,ball,shoot ball,100,20028,7.41,shoot the ball,5.0,12,20,152.85,224.94,253.8,268.96,0,1,22,99
shoot,balloon,shoot balloon,100,Not found,Not found,Not found,4.92,2,20,82.715,117.6,132.65,140.92,0,1,22,83
shoot,basket,shoot basket,100,Not found,Not found,Not found,5.0,4,20,92.968,137.82,159.48,172.87,0,1,22,88
shoot,bomb,shoot bomb,100,Not found,Not found,Not found,4.84,3,20,82.168,128.66,156.09,175.26,0,1,22,87
shoot,can,shoot can,100,Not found,Not found,Not found,4.55,6,20,58.316,89.046,104.16,112.97,0,1,22,83
shoot,competition,shoot competition,100,Not found,Not found,Not found,3.86,4,20,146.29,235.72,281.35,307.68,0,1,22,90
shoot,dog,shoot dog,100,6649,5.92,shoot the dog,4.85,7,20,104.88,197.0,248.38,285.38,0,1,22,98
shoot,enemy,shoot enemy,100,5141,5.84,shooting enemies,2.83,4,20,148.22,227.71,259.5,276.9,0,1,22,96
shoot,fish,shoot fish,100,4111,5.51,like shooting fish in a barrel,5.0,4,20,164.99,237.0,271.35,292.14,0,1,22,98
shoot,flame,shoot flame,100,Not found,Not found,Not found,4.67,1,20,93.561,139.75,160.47,173.35,0,1,22,81
shoot,glass,shoot glass,100,Not found,Not found,Not found,4.82,7,20,149.6,219.89,246.25,262.92,0,1,22,92
shoot,image,shoot image,100,12519,6.03,images shot,3.85,9,20,179.93,316.21,370.25,403.89,0,1,22,95
shoot,load,shoot load,100,8733,6.63,shot his load,3.63,9,20,139.13,209.14,235.35,251.18,0,1,22,98
shoot,officer,shoot officer,100,9774,6.49,officer was shot,4.8,4,20,200.25,288.09,326.95,352.01,0,1,22,91
shoot,picture,shoot picture,100,11705,6.13,shooting pictures,4.52,10,20,124.67,237.09,298.33,333.94,0,1,22,97
shoot,plane,shoot plane,100,6859,6.48,plane was shot down,4.92,5,20,122.19,203.02,246.61,272.63,0,1,22,93
shoot,scene,shoot scene,100,35996,8.35,scenes were shot,3.93,10,20,236.31,326.09,358.85,376.01,0,1,22,95
shoot,soldier,shoot soldier,100,4173,5.6,soldiers shot,4.72,2,20,146.17,236.65,278.07,301.43,0,1,22,89
shoot,target,shoot target,100,5803,5.77,shooting targets,4.11,5,20,165.15,233.33,258.47,270.78,0,1,22,95
shoot,terrorist,shoot terrorist,100,Not found,Not found,Not found,3.64,1,20,85.007,132.96,160.49,178.63,0,1,22,90
shoot,time,shoot time,100,25116,4.96,shot multiple times,3.07,10,20,273.83,408.51,469.17,512.74,0,1,22,95
shoot,wedding,shoot wedding,100,4851,6.15,shooting weddings,3.92,3,20,114.39,181.84,210.21,227.33,0,1,22,88
shorten,sentence,shorten sentence,100,1583,5.31,shortened sentences,3.57,3,5,120.5,167.75,185.71,195.53,0,1,2,99
shorten,time,shorten time,100,31596,5.39,shorten the time,3.07,10,5,273.83,408.51,469.17,512.74,0,1,2,95
shoulder,blame,shoulder blame,100,1868,7.92,shoulder the blame,2.06,2,3,57.303,82.246,91.476,96.689,0,1,3,56
shoulder,load,shoulder load,100,2118,6.09,shoulder the load,3.63,9,3,139.13,209.14,235.35,251.18,0,1,3,98
shoulder,responsibility,shoulder responsibility,100,11204,7.48,shoulder the responsibility,1.4,3,3,139.46,206.54,231.4,249.11,0,1,3,94
shout,abuse,shout abuse,100,2354,6.87,shouting abuse,2.71,3,4,95.851,150.62,181.18,201.53,0,1,2,92
shout,nonsense,shout nonsense,100,176,4.41,shouting nonsense,2.38,2,4,61.401,95.296,109.2,118.44,0,1,2,73
show,abuse,show abuse,100,Not found,Not found,Not found,2.71,3,12,95.851,150.62,181.18,201.53,0,1,117,92
show,anchor,show anchor,100,Not found,Not found,Not found,4.77,3,12,96.973,139.06,152.3,158.34,0,1,117,65
show,ankle,show ankle,100,Not found,Not found,Not found,4.81,1,12,41.848,89.279,125.92,148.97,0,1,117,69
show,area,show area,100,36354,5.89,area shown,3.72,6,12,263.68,404.24,463.02,501.91,0,1,117,88
show,asset,show asset,100,Not found,Not found,Not found,2.92,1,12,117.12,175.48,205.56,224.4,0,1,117,91
show,attention,show attention,100,Not found,Not found,Not found,2.3,6,12,133.07,191.66,213.39,223.75,0,1,117,96
show,balloon,show balloon,100,Not found,Not found,Not found,4.92,2,12,82.715,117.6,132.65,140.92,0,1,117,83
show,basket,show basket,100,Not found,Not found,Not found,5.0,4,12,92.968,137.82,159.48,172.87,0,1,117,88
show,bead,show bead,100,Not found,Not found,Not found,4.9,3,12,78.865,116.76,135.58,146.95,0,1,117,74
show,blood,show blood,100,Not found,Not found,Not found,4.86,5,12,132.86,194.1,218.83,232.67,0,1,117,97
show,board,show board,100,Not found,Not found,Not found,4.57,9,12,187.08,278.44,317.8,338.2,0,1,117,93
show,boat,show boat,100,Not found,Not found,Not found,4.93,2,12,139.06,231.66,280.03,308.1,0,1,117,97
show,bone,show bone,100,Not found,Not found,Not found,4.9,3,12,113.62,182.3,215.25,233.86,0,1,117,90
show,brain,show brain,100,Not found,Not found,Not found,4.69,5,12,120.31,177.7,212.37,233.34,0,1,117,91
show,building,show building,100,Not found,Not found,Not found,4.64,4,12,193.2,298.76,338.74,361.38,0,1,117,95
show,can,show can,100,Not found,Not found,Not found,4.55,6,12,58.316,89.046,104.16,112.97,0,1,117,83
show,car,show car,100,Not found,Not found,Not found,4.89,5,12,146.58,271.86,328.14,362.93,0,1,117,98
show,chance,show chance,100,Not found,Not found,Not found,1.64,5,12,145.16,211.81,236.5,250.46,0,1,117,97
show,change,show change,100,62253,6.68,show changes,2.89,10,12,169.83,260.43,300.98,324.77,0,1,117,97
show,charge,show charge,100,Not found,Not found,Not found,2.96,15,12,190.91,262.88,290.47,306.26,0,1,117,93
show,child,show child,100,27049,5.42,show children,4.78,4,12,201.04,295.22,346.37,384.22,0,1,117,97
show,confidence,show confidence,100,Not found,Not found,Not found,2.17,5,12,114.6,160.91,178.32,187.72,0,1,117,95
show,confusion,show confusion,100,Not found,Not found,Not found,2.24,5,12,118.8,177.89,200.35,212.85,0,1,117,87
show,crop,show crop,100,Not found,Not found,Not found,4.24,6,12,130.57,186.59,211.43,228.77,0,1,117,94
show,deal,show deal,100,Not found,Not found,Not found,3.1,9,12,162.55,254.97,291.8,311.14,0,1,117,98
show,debt,show debt,100,Not found,Not found,Not found,2.72,3,12,95.713,138.45,158.61,175.87,0,1,117,88
show,disease,show disease,100,Not found,Not found,Not found,3.45,1,12,102.9,195.33,244.79,273.82,0,1,117,93
show,dissent,show dissent,100,Not found,Not found,Not found,2.17,3,12,65.304,91.841,101.36,107.56,0,1,117,45
show,document,show document,100,Not found,Not found,Not found,4.41,4,12,158.9,245.28,277.4,295.0,0,1,117,94
show,dog,show dog,100,Not found,Not found,Not found,4.85,7,12,104.88,197.0,248.38,285.38,0,1,117,98
show,door,show door,100,Not found,Not found,Not found,4.81,5,12,145.33,240.25,284.65,309.98,0,1,117,99
show,doubt,show doubt,100,Not found,Not found,Not found,1.79,2,12,158.05,239.27,270.23,288.3,0,1,117,88
show,enemy,show enemy,100,Not found,Not found,Not found,2.83,4,12,148.22,227.71,259.5,276.9,0,1,117,96
show,evidence,show evidence,100,67165,7.02,show evidence,3.65,3,12,161.8,250.91,291.33,310.6,0,1,117,95
show,expense,show expense,100,Not found,Not found,Not found,2.57,3,12,166.21,247.22,277.52,295.84,0,1,117,87
show,eye,show eye,100,Not found,Not found,Not found,4.9,5,12,206.15,312.42,361.23,392.48,0,1,117,96
show,face,show face,100,36970,6.32,show his face,4.87,13,12,234.58,343.73,395.03,428.46,0,1,117,97
show,fact,show fact,100,Not found,Not found,Not found,2.72,4,12,254.34,365.67,419.85,450.64,0,1,117,98
show,fear,show fear,100,Not found,Not found,Not found,2.57,3,12,208.48,300.15,342.67,365.02,0,1,117,97
show,fight,show fight,100,Not found,Not found,Not found,4.2,5,12,166.91,274.84,323.71,354.02,0,1,117,93
show,fish,show fish,100,Not found,Not found,Not found,5.0,4,12,164.99,237.0,271.35,292.14,0,1,117,98
show,flame,show flame,100,Not found,Not found,Not found,4.67,1,12,93.561,139.75,160.47,173.35,0,1,117,81
show,flesh,show flesh,100,Not found,Not found,Not found,4.59,3,12,117.07,169.48,189.27,199.45,0,1,117,80
show,gate,show gate,100,Not found,Not found,Not found,4.96,4,12,143.81,229.28,265.02,282.2,0,1,117,91
show,gravity,show gravity,100,Not found,Not found,Not found,2.86,3,12,73.094,104.58,115.01,120.81,0,1,117,78
show,ground,show ground,100,Not found,Not found,Not found,4.77,11,12,207.06,291.84,324.49,350.64,0,1,117,89
show,habit,show habit,100,Not found,Not found,Not found,2.76,6,12,124.43,184.5,207.67,221.79,0,1,117,85
show,hair,show hair,100,Not found,Not found,Not found,4.97,6,12,145.81,211.36,244.64,264.55,0,1,117,99
show,hand,show hand,100,Not found,Not found,Not found,4.72,14,12,269.2,382.64,427.86,454.46,0,1,117,96
show,hate,show hate,100,Not found,Not found,Not found,1.97,1,12,60.282,84.845,95.871,102.6,0,1,117,58
show,hint,show hint,100,Not found,Not found,Not found,2.33,5,12,145.16,208.15,236.51,250.97,0,1,117,89
show,history,show history,100,Not found,Not found,Not found,2.96,5,12,244.12,342.42,382.02,402.74,0,1,117,98
show,hope,show hope,100,Not found,Not found,Not found,1.25,6,12,166.95,241.91,272.45,287.77,0,1,117,93
show,house,show house,100,Not found,Not found,Not found,5.0,12,12,207.43,310.94,359.63,394.2,0,1,117,94
show,image,show image,100,60916,6.83,image shown,3.85,9,12,179.93,316.21,370.25,403.89,0,1,117,95
show,infant,show infant,100,Not found,Not found,Not found,4.93,1,12,95.378,142.86,165.46,180.78,0,1,117,71
show,joy,show joy,100,Not found,Not found,Not found,2.37,2,12,107.12,161.36,189.58,205.58,0,1,117,88
show,leg,show leg,100,Not found,Not found,Not found,4.83,9,12,134.48,212.33,256.38,294.07,0,1,117,97
show,line,show line,100,28623,5.67,line shown,4.5,30,12,253.42,357.41,397.32,421.22,0,1,117,98
show,load,show load,100,Not found,Not found,Not found,3.63,9,12,139.13,209.14,235.35,251.18,0,1,117,98
show,log,show log,100,Not found,Not found,Not found,4.96,5,12,107.86,149.58,163.52,170.97,0,1,117,93
show,marriage,show marriage,100,Not found,Not found,Not found,2.51,4,12,196.35,296.41,331.1,348.3,0,1,117,95
show,mixture,show mixture,100,Not found,Not found,Not found,3.79,5,12,173.87,303.73,353.4,380.67,0,1,117,93
show,momentum,show momentum,100,Not found,Not found,Not found,2.5,2,12,79.992,112.44,123.59,129.88,0,1,117,89
show,muscle,show muscle,100,Not found,Not found,Not found,4.5,5,12,91.117,146.9,175.42,195.22,0,1,117,94
show,officer,show officer,100,Not found,Not found,Not found,4.8,4,12,200.25,288.09,326.95,352.01,0,1,117,91
show,panic,show panic,100,Not found,Not found,Not found,3.04,2,12,68.935,102.98,116.38,124.13,0,1,117,53
show,passion,show passion,100,Not found,Not found,Not found,2.3,7,12,119.78,201.4,232.88,253.47,0,1,117,95
show,phone,show phone,100,Not found,Not found,Not found,4.86,3,12,132.03,200.44,232.92,254.36,0,1,117,97
show,picture,show picture,100,58797,6.85,picture shown,4.52,10,12,124.67,237.09,298.33,333.94,0,1,117,97
show,plan,show plan,100,Not found,Not found,Not found,3.4,3,12,144.41,259.22,311.43,339.79,0,1,117,97
show,plane,show plane,100,Not found,Not found,Not found,4.92,5,12,122.19,203.02,246.61,272.63,0,1,117,93
show,player,show player,100,Not found,Not found,Not found,4.15,5,12,226.69,338.56,382.77,407.1,0,1,117,94
show,pose,show pose,100,Not found,Not found,Not found,3.33,3,12,12.162,16.888,18.741,19.754,0,1,117,54
show,position,show position,100,24601,5.56,position shown,2.62,16,12,229.38,325.34,362.4,380.34,0,1,117,96
show,potential,show potential,100,35673,6.28,shows the potential,1.91,2,12,154.16,221.87,249.35,265.29,0,1,117,97
show,press,show press,100,Not found,Not found,Not found,3.9,9,12,115.18,174.22,201.1,220.08,0,1,117,85
show,pride,show pride,100,Not found,Not found,Not found,1.66,5,12,105.29,146.53,161.59,171.11,0,1,117,84
show,profit,show profit,100,Not found,Not found,Not found,3.07,2,12,59.81,135.58,177.33,201.82,0,1,117,95
show,racism,show racism,100,Not found,Not found,Not found,2.36,2,12,94.579,134.49,155.54,172.51,0,1,117,86
show,relation,show relation,100,Not found,Not found,Not found,2.11,6,12,234.35,333.67,369.06,392.03,0,1,117,97
show,resentment,show resentment,100,Not found,Not found,Not found,1.78,1,12,65.466,105.55,126.74,139.17,0,1,117,51
show,responsibility,show responsibility,100,Not found,Not found,Not found,1.4,3,12,139.46,206.54,231.4,249.11,0,1,117,94
show,risk,show risk,100,Not found,Not found,Not found,1.63,4,12,160.87,238.64,275.56,297.22,0,1,117,93
show,rock,show rock,100,Not found,Not found,Not found,4.91,7,12,225.91,320.78,360.6,382.06,0,1,117,90
show,satellite,show satellite,100,Not found,Not found,Not found,4.73,3,12,85.82,137.67,159.56,170.31,0,1,117,67
show,scene,show scene,100,Not found,Not found,Not found,3.93,10,12,236.31,326.09,358.85,376.01,0,1,117,95
show,secret,show secret,100,Not found,Not found,Not found,2.19,3,12,106.43,149.86,166.24,174.76,0,1,117,90
show,signature,show signature,100,Not found,Not found,Not found,4.43,5,12,112.21,162.69,182.27,192.44,0,1,117,94
show,situation,show situation,100,Not found,Not found,Not found,2.03,5,12,186.49,274.89,314.53,332.46,0,1,117,98
show,skill,show skill,100,28469,5.78,show their skills,2.17,2,12,158.2,237.46,270.14,289.39,0,1,117,86
show,skin,show skin,100,Not found,Not found,Not found,4.79,6,12,169.4,240.84,276.4,299.07,0,1,117,97
show,smile,show smile,100,Not found,Not found,Not found,4.5,1,12,103.53,159.95,184.24,198.92,0,1,117,85
show,soldier,show soldier,100,Not found,Not found,Not found,4.72,2,12,146.17,236.65,278.07,301.43,0,1,117,89
show,spending,show spending,100,Not found,Not found,Not found,3.31,2,12,78.229,122.43,144.17,157.7,0,1,117,91
show,steel,show steel,100,Not found,Not found,Not found,4.87,3,12,98.555,155.27,193.79,217.4,0,1,117,76
show,stone,show stone,100,Not found,Not found,Not found,4.72,13,12,159.19,242.89,279.87,302.48,0,1,117,91
show,story,show story,100,Not found,Not found,Not found,3.3,6,12,197.18,328.22,376.06,402.62,0,1,117,98
show,structure,show structure,100,22123,5.53,structure shown,4.03,5,12,243.93,343.97,379.8,400.18,0,1,117,96
show,success,show success,100,Not found,Not found,Not found,2.21,4,12,194.18,295.66,331.23,349.41,0,1,117,97
show,surface,show surface,100,Not found,Not found,Not found,4.26,6,12,249.55,357.56,402.19,427.02,0,1,117,95
show,talent,show talent,100,Not found,Not found,Not found,2.19,2,12,149.46,215.84,243.88,261.1,0,1,117,94
show,target,show target,100,Not found,Not found,Not found,4.11,5,12,165.15,233.33,258.47,270.78,0,1,117,95
show,tax,show tax,100,Not found,Not found,Not found,3.89,1,12,84.254,125.94,147.02,164.68,0,1,117,91
show,territory,show territory,100,Not found,Not found,Not found,3.41,3,12,170.99,267.54,308.58,331.65,0,1,117,91
show,terror,show terror,100,Not found,Not found,Not found,2.43,4,12,89.753,127.38,141.12,150.15,0,1,117,78
show,terrorist,show terrorist,100,Not found,Not found,Not found,3.64,1,12,85.007,132.96,160.49,178.63,0,1,117,90
show,thread,show thread,100,Not found,Not found,Not found,4.83,4,12,107.65,151.12,168.96,178.79,0,1,117,94
show,time,show time,100,48580,5.4,shown time,3.07,10,12,273.83,408.51,469.17,512.74,0,1,117,95
show,tone,show tone,100,Not found,Not found,Not found,3.07,10,12,168.02,248.56,285.18,303.36,0,1,117,94
show,trust,show trust,100,Not found,Not found,Not found,2.04,6,12,146.8,212.51,243.01,258.24,0,1,117,95
show,vehicle,show vehicle,100,Not found,Not found,Not found,4.64,4,12,135.77,243.43,288.48,318.05,0,1,117,95
show,voter,show voter,100,Not found,Not found,Not found,3.93,1,12,113.27,163.03,184.22,197.0,0,1,117,88
show,wedding,show wedding,100,Not found,Not found,Not found,3.92,3,12,114.39,181.84,210.21,227.33,0,1,117,88
show,weight,show weight,100,Not found,Not found,Not found,3.94,8,12,136.57,203.08,229.71,245.41,0,1,117,97
show,window,show window,100,Not found,Not found,Not found,4.86,8,12,140.8,244.66,291.16,317.16,0,1,117,95
show,winner,show winner,100,Not found,Not found,Not found,3.21,3,12,161.86,268.28,315.83,341.99,0,1,117,92
showcase,history,showcase history,100,3841,5.07,showcases the history,2.96,5,0,244.12,342.42,382.02,402.74,0,1,6,98
showcase,passion,showcase passion,100,Not found,Not found,Not found,2.3,7,0,119.78,201.4,232.88,253.47,0,1,6,95
showcase,potential,showcase potential,100,2749,5.12,showcase the potential,1.91,2,0,154.16,221.87,249.35,265.29,0,1,6,97
showcase,pride,showcase pride,100,Not found,Not found,Not found,1.66,5,0,105.29,146.53,161.59,171.11,0,1,6,84
showcase,skill,showcase skill,100,16222,6.88,showcase their skills,2.17,2,0,158.2,237.46,270.14,289.39,0,1,6,86
showcase,talent,showcase talent,100,34107,9.32,showcase their talents,2.19,2,0,149.46,215.84,243.88,261.1,0,1,6,94
shudder,breath,shudder breath,100,3454,7.31,a shuddering breath,4.36,5,2,72.307,105.92,123.28,131.92,0,1,1,85
shut,door,shut door,100,85150,9.92,shut the door,4.81,5,3,145.33,240.25,284.65,309.98,0,1,4,99
shut,eye,shut eye,100,37446,8.16,shut his eyes,4.9,5,3,206.15,312.42,361.23,392.48,0,1,4,96
shut,gate,shut gate,100,4953,7.6,shut the gate,4.96,4,3,143.81,229.28,265.02,282.2,0,1,4,91
shut,window,shut window,100,4995,6.13,shut the window,4.86,8,3,140.8,244.66,291.16,317.16,0,1,4,95
sift,sugar,sift sugar,100,1524,6.82,sifted powdered sugar,4.87,3,4,84.472,131.97,165.27,185.99,0,1,1,94
sigh,breath,sigh breath,100,561,4.68,sighing breath,4.36,5,2,72.307,105.92,123.28,131.92,0,1,1,85
sign,ban,sign ban,100,Not found,Not found,Not found,2.37,5,8,108.72,169.3,203.52,222.15,0,1,9,92
sign,contract,sign contract,100,263111,10.87,signed a contract,4.15,3,8,157.64,239.45,272.05,289.2,0,1,9,93
sign,deal,sign deal,100,131924,9.51,signed a deal,3.1,9,8,162.55,254.97,291.8,311.14,0,1,9,98
sign,document,sign document,100,59329,8.51,sign a document,4.41,4,8,158.9,245.28,277.4,295.0,0,1,9,94
sign,law,sign law,100,14177,6.16,signed a law,2.57,7,8,136.56,216.4,271.88,309.43,0,1,9,95
sign,log,sign log,100,Not found,Not found,Not found,4.96,5,8,107.86,149.58,163.52,170.97,0,1,9,93
sign,player,sign player,100,31043,7.22,sign players,4.15,5,8,226.69,338.56,382.77,407.1,0,1,9,94
sign,signature,sign signature,100,Not found,Not found,Not found,4.43,5,8,112.21,162.69,182.27,192.44,0,1,9,94
sign,talent,sign talent,100,Not found,Not found,Not found,2.19,2,8,149.46,215.84,243.88,261.1,0,1,9,94
silence,dissent,silence dissent,100,3403,9.01,to silence dissent,2.17,3,2,65.304,91.841,101.36,107.56,0,1,1,45
simmer,resentment,simmer resentment,100,903,8.0,simmering resentment,1.78,1,1,65.466,105.55,126.74,139.17,0,1,1,51
simplify,structure,simplify structure,100,4864,5.64,simplified structure,4.03,5,1,243.93,343.97,379.8,400.18,0,1,1,96
simulate,gravity,simulate gravity,100,625,5.55,to simulate gravity,2.86,3,3,73.094,104.58,115.01,120.81,0,1,1,78
sing,line,sing line,100,10009,5.75,sings the line,4.5,30,5,253.42,357.41,397.32,421.22,0,1,4,98
sing,tale,sing tale,100,Not found,Not found,Not found,3.23,2,5,178.08,277.38,316.31,343.61,0,1,4,91
sing,tone,sing tone,100,Not found,Not found,Not found,3.07,10,5,168.02,248.56,285.18,303.36,0,1,4,94
sing,word,sing word,100,11836,5.92,singing the words,3.56,10,5,247.83,371.55,418.36,446.17,0,1,4,98
sink,basket,sink basket,100,435,4.77,sink a basket,5.0,4,9,92.968,137.82,159.48,172.87,0,1,4,88
sink,boat,sink boat,100,6914,7.48,sinking boat,4.93,2,9,139.06,231.66,280.03,308.1,0,1,4,97
sink,fund,sink fund,100,5018,6.02,sinking fund,3.18,3,9,147.28,207.45,229.19,247.48,0,1,4,94
